ID,Repository Link,Remote Configuration File Link,Local Configuration File Link,Project,Category,Sub-Category,Stage,Entity,Message,Line-Number,Configuration File Name,Owner,Repository Name
gnss-sdr__gnss-sdr__Job-Allow-Failure__position-L1-static,https://gitlab.com/gnss-sdr/gnss-sdr,https://gitlab.com/gnss-sdr/gnss-sdr/blob/master/.gitlab-ci.yml,/home/xxx/fse-submission/linter_configfiles/gnss-sdr__gnss-sdr/.gitlab-ci.yml,gnss-sdr__gnss-sdr,Job-Allow-Failure,,test,position-L1-static,Allows failure of job `position-L1-static` at stage `test`,586,.gitlab-ci.yml,gnss-sdr,gnss-sdr/gnss-sdr
gnss-sdr__gnss-sdr__Job-Allow-Failure__ubuntu16-04,https://gitlab.com/gnss-sdr/gnss-sdr,https://gitlab.com/gnss-sdr/gnss-sdr/blob/master/.gitlab-ci.yml,/home/xxx/fse-submission/linter_configfiles/gnss-sdr__gnss-sdr/.gitlab-ci.yml,gnss-sdr__gnss-sdr,Job-Allow-Failure,,build,ubuntu16.04,Allows failure of job `ubuntu16.04` at stage `build`,358,.gitlab-ci.yml,gnss-sdr,gnss-sdr/gnss-sdr
gnss-sdr__gnss-sdr__Job-Allow-Failure__position-leo-4in1,https://gitlab.com/gnss-sdr/gnss-sdr,https://gitlab.com/gnss-sdr/gnss-sdr/blob/master/.gitlab-ci.yml,/home/xxx/fse-submission/linter_configfiles/gnss-sdr__gnss-sdr/.gitlab-ci.yml,gnss-sdr__gnss-sdr,Job-Allow-Failure,,test,position-leo-4in1,Allows failure of job `position-leo-4in1` at stage `test`,814,.gitlab-ci.yml,gnss-sdr,gnss-sdr/gnss-sdr
gnss-sdr__gnss-sdr__Job-Allow-Failure__position-BDS-B3I,https://gitlab.com/gnss-sdr/gnss-sdr,https://gitlab.com/gnss-sdr/gnss-sdr/blob/master/.gitlab-ci.yml,/home/xxx/fse-submission/linter_configfiles/gnss-sdr__gnss-sdr/.gitlab-ci.yml,gnss-sdr__gnss-sdr,Job-Allow-Failure,,test,position-BDS-B3I,Allows failure of job `position-BDS-B3I` at stage `test`,641,.gitlab-ci.yml,gnss-sdr,gnss-sdr/gnss-sdr
gnss-sdr__gnss-sdr__Job-Allow-Failure__position-BDS-B1I,https://gitlab.com/gnss-sdr/gnss-sdr,https://gitlab.com/gnss-sdr/gnss-sdr/blob/master/.gitlab-ci.yml,/home/xxx/fse-submission/linter_configfiles/gnss-sdr__gnss-sdr/.gitlab-ci.yml,gnss-sdr__gnss-sdr,Job-Allow-Failure,,test,position-BDS-B1I,Allows failure of job `position-BDS-B1I` at stage `test`,619,.gitlab-ci.yml,gnss-sdr,gnss-sdr/gnss-sdr
gnss-sdr__gnss-sdr__Job-Allow-Failure__coverity-scan,https://gitlab.com/gnss-sdr/gnss-sdr,https://gitlab.com/gnss-sdr/gnss-sdr/blob/master/.gitlab-ci.yml,/home/xxx/fse-submission/linter_configfiles/gnss-sdr__gnss-sdr/.gitlab-ci.yml,gnss-sdr__gnss-sdr,Job-Allow-Failure,,build,coverity-scan,Allows failure of job `coverity-scan` at stage `build`,437,.gitlab-ci.yml,gnss-sdr,gnss-sdr/gnss-sdr
gnss-sdr__gnss-sdr__Job-Allow-Failure__crosscompile,https://gitlab.com/gnss-sdr/gnss-sdr,https://gitlab.com/gnss-sdr/gnss-sdr/blob/master/.gitlab-ci.yml,/home/xxx/fse-submission/linter_configfiles/gnss-sdr__gnss-sdr/.gitlab-ci.yml,gnss-sdr__gnss-sdr,Job-Allow-Failure,,build,crosscompile,Allows failure of job `crosscompile` at stage `build`,99,.gitlab-ci.yml,gnss-sdr,gnss-sdr/gnss-sdr
gnss-sdr__gnss-sdr__Job-Allow-Failure__position-GLO-L2,https://gitlab.com/gnss-sdr/gnss-sdr,https://gitlab.com/gnss-sdr/gnss-sdr/blob/master/.gitlab-ci.yml,/home/xxx/fse-submission/linter_configfiles/gnss-sdr__gnss-sdr/.gitlab-ci.yml,gnss-sdr__gnss-sdr,Job-Allow-Failure,,test,position-GLO-L2,Allows failure of job `position-GLO-L2` at stage `test`,795,.gitlab-ci.yml,gnss-sdr,gnss-sdr/gnss-sdr
gnss-sdr__gnss-sdr__Job-Allow-Failure__docker-pybombs-gnsssdr,https://gitlab.com/gnss-sdr/gnss-sdr,https://gitlab.com/gnss-sdr/gnss-sdr/blob/master/.gitlab-ci.yml,/home/xxx/fse-submission/linter_configfiles/gnss-sdr__gnss-sdr/.gitlab-ci.yml,gnss-sdr__gnss-sdr,Job-Allow-Failure,,deploy,docker-pybombs-gnsssdr,Allows failure of job `docker-pybombs-gnsssdr` at stage `deploy`,876,.gitlab-ci.yml,gnss-sdr,gnss-sdr/gnss-sdr
gnss-sdr__gnss-sdr__Job-Allow-Failure__debian10,https://gitlab.com/gnss-sdr/gnss-sdr,https://gitlab.com/gnss-sdr/gnss-sdr/blob/master/.gitlab-ci.yml,/home/xxx/fse-submission/linter_configfiles/gnss-sdr__gnss-sdr/.gitlab-ci.yml,gnss-sdr__gnss-sdr,Job-Allow-Failure,,build,debian10,Allows failure of job `debian10` at stage `build`,198,.gitlab-ci.yml,gnss-sdr,gnss-sdr/gnss-sdr
gnss-sdr__gnss-sdr__Job-Allow-Failure__ubuntu19-10,https://gitlab.com/gnss-sdr/gnss-sdr,https://gitlab.com/gnss-sdr/gnss-sdr/blob/master/.gitlab-ci.yml,/home/xxx/fse-submission/linter_configfiles/gnss-sdr__gnss-sdr/.gitlab-ci.yml,gnss-sdr__gnss-sdr,Job-Allow-Failure,,build,ubuntu19.10,Allows failure of job `ubuntu19.10` at stage `build`,421,.gitlab-ci.yml,gnss-sdr,gnss-sdr/gnss-sdr
gnss-sdr__gnss-sdr__Job-Allow-Failure__position-GLO-L1,https://gitlab.com/gnss-sdr/gnss-sdr,https://gitlab.com/gnss-sdr/gnss-sdr/blob/master/.gitlab-ci.yml,/home/xxx/fse-submission/linter_configfiles/gnss-sdr__gnss-sdr/.gitlab-ci.yml,gnss-sdr__gnss-sdr,Job-Allow-Failure,,test,position-GLO-L1,Allows failure of job `position-GLO-L1` at stage `test`,776,.gitlab-ci.yml,gnss-sdr,gnss-sdr/gnss-sdr
gnss-sdr__gnss-sdr__Job-Allow-Failure__opensuse-tumbleweed,https://gitlab.com/gnss-sdr/gnss-sdr,https://gitlab.com/gnss-sdr/gnss-sdr/blob/master/.gitlab-ci.yml,/home/xxx/fse-submission/linter_configfiles/gnss-sdr__gnss-sdr/.gitlab-ci.yml,gnss-sdr__gnss-sdr,Job-Allow-Failure,,build,opensuse-tumbleweed,Allows failure of job `opensuse-tumbleweed` at stage `build`,318,.gitlab-ci.yml,gnss-sdr,gnss-sdr/gnss-sdr
gnss-sdr__gnss-sdr__Job-Allow-Failure__run-access18-0-0-11,https://gitlab.com/gnss-sdr/gnss-sdr,https://gitlab.com/gnss-sdr/gnss-sdr/blob/master/.gitlab-ci.yml,/home/xxx/fse-submission/linter_configfiles/gnss-sdr__gnss-sdr/.gitlab-ci.yml,gnss-sdr__gnss-sdr,Job-Allow-Failure,,experiment,run-access18-0.0.11,Allows failure of job `run-access18-0.0.11` at stage `experiment`,955,.gitlab-ci.yml,gnss-sdr,gnss-sdr/gnss-sdr
gnss-sdr__gnss-sdr__Job-Allow-Failure__ubuntu19-04,https://gitlab.com/gnss-sdr/gnss-sdr,https://gitlab.com/gnss-sdr/gnss-sdr/blob/master/.gitlab-ci.yml,/home/xxx/fse-submission/linter_configfiles/gnss-sdr__gnss-sdr/.gitlab-ci.yml,gnss-sdr__gnss-sdr,Job-Allow-Failure,,build,ubuntu19.04,Allows failure of job `ubuntu19.04` at stage `build`,405,.gitlab-ci.yml,gnss-sdr,gnss-sdr/gnss-sdr
gnss-sdr__gnss-sdr__Job-Allow-Failure__opensuse42-3,https://gitlab.com/gnss-sdr/gnss-sdr,https://gitlab.com/gnss-sdr/gnss-sdr/blob/master/.gitlab-ci.yml,/home/xxx/fse-submission/linter_configfiles/gnss-sdr__gnss-sdr/.gitlab-ci.yml,gnss-sdr__gnss-sdr,Job-Allow-Failure,,build,opensuse42.3,Allows failure of job `opensuse42.3` at stage `build`,282,.gitlab-ci.yml,gnss-sdr,gnss-sdr/gnss-sdr
gnss-sdr__gnss-sdr__Job-Allow-Failure__debian8,https://gitlab.com/gnss-sdr/gnss-sdr,https://gitlab.com/gnss-sdr/gnss-sdr/blob/master/.gitlab-ci.yml,/home/xxx/fse-submission/linter_configfiles/gnss-sdr__gnss-sdr/.gitlab-ci.yml,gnss-sdr__gnss-sdr,Job-Allow-Failure,,build,debian8,Allows failure of job `debian8` at stage `build`,167,.gitlab-ci.yml,gnss-sdr,gnss-sdr/gnss-sdr
gnss-sdr__gnss-sdr__Job-Allow-Failure__fedora26,https://gitlab.com/gnss-sdr/gnss-sdr,https://gitlab.com/gnss-sdr/gnss-sdr/blob/master/.gitlab-ci.yml,/home/xxx/fse-submission/linter_configfiles/gnss-sdr__gnss-sdr/.gitlab-ci.yml,gnss-sdr__gnss-sdr,Job-Allow-Failure,,build,fedora26,Allows failure of job `fedora26` at stage `build`,214,.gitlab-ci.yml,gnss-sdr,gnss-sdr/gnss-sdr
gnss-sdr__gnss-sdr__Job-Allow-Failure__position-dual-static,https://gitlab.com/gnss-sdr/gnss-sdr,https://gitlab.com/gnss-sdr/gnss-sdr/blob/master/.gitlab-ci.yml,/home/xxx/fse-submission/linter_configfiles/gnss-sdr__gnss-sdr/.gitlab-ci.yml,gnss-sdr__gnss-sdr,Job-Allow-Failure,,test,position-dual-static,Allows failure of job `position-dual-static` at stage `test`,695,.gitlab-ci.yml,gnss-sdr,gnss-sdr/gnss-sdr
gnss-sdr__gnss-sdr__Manual-Job__run-tests-armhf,https://gitlab.com/gnss-sdr/gnss-sdr,https://gitlab.com/gnss-sdr/gnss-sdr/blob/master/.gitlab-ci.yml,/home/xxx/fse-submission/linter_configfiles/gnss-sdr__gnss-sdr/.gitlab-ci.yml,gnss-sdr__gnss-sdr,Manual-Job,,test,run-tests-armhf,Manual job `run-tests-armhf` at stage `test`,834,.gitlab-ci.yml,gnss-sdr,gnss-sdr/gnss-sdr
gnss-sdr__gnss-sdr__Manual-Job__position-L1-static,https://gitlab.com/gnss-sdr/gnss-sdr,https://gitlab.com/gnss-sdr/gnss-sdr/blob/master/.gitlab-ci.yml,/home/xxx/fse-submission/linter_configfiles/gnss-sdr__gnss-sdr/.gitlab-ci.yml,gnss-sdr__gnss-sdr,Manual-Job,,test,position-L1-static,Manual job `position-L1-static` at stage `test`,586,.gitlab-ci.yml,gnss-sdr,gnss-sdr/gnss-sdr
gnss-sdr__gnss-sdr__Manual-Job__c--20,https://gitlab.com/gnss-sdr/gnss-sdr,https://gitlab.com/gnss-sdr/gnss-sdr/blob/master/.gitlab-ci.yml,/home/xxx/fse-submission/linter_configfiles/gnss-sdr__gnss-sdr/.gitlab-ci.yml,gnss-sdr__gnss-sdr,Manual-Job,,build,c++20,Manual job `c++20` at stage `build`,132,.gitlab-ci.yml,gnss-sdr,gnss-sdr/gnss-sdr
gnss-sdr__gnss-sdr__Manual-Job__position-leo-4in1,https://gitlab.com/gnss-sdr/gnss-sdr,https://gitlab.com/gnss-sdr/gnss-sdr/blob/master/.gitlab-ci.yml,/home/xxx/fse-submission/linter_configfiles/gnss-sdr__gnss-sdr/.gitlab-ci.yml,gnss-sdr__gnss-sdr,Manual-Job,,test,position-leo-4in1,Manual job `position-leo-4in1` at stage `test`,814,.gitlab-ci.yml,gnss-sdr,gnss-sdr/gnss-sdr
gnss-sdr__gnss-sdr__Manual-Job__leo-observables-test-180417120737,https://gitlab.com/gnss-sdr/gnss-sdr,https://gitlab.com/gnss-sdr/gnss-sdr/blob/master/.gitlab-ci.yml,/home/xxx/fse-submission/linter_configfiles/gnss-sdr__gnss-sdr/.gitlab-ci.yml,gnss-sdr__gnss-sdr,Manual-Job,,test,leo-observables-test-180417120737,Manual job `leo-observables-test-180417120737` at stage `test`,557,.gitlab-ci.yml,gnss-sdr,gnss-sdr/gnss-sdr
gnss-sdr__gnss-sdr__Manual-Job__position-leo,https://gitlab.com/gnss-sdr/gnss-sdr,https://gitlab.com/gnss-sdr/gnss-sdr/blob/master/.gitlab-ci.yml,/home/xxx/fse-submission/linter_configfiles/gnss-sdr__gnss-sdr/.gitlab-ci.yml,gnss-sdr__gnss-sdr,Manual-Job,,test,position-leo,Manual job `position-leo` at stage `test`,741,.gitlab-ci.yml,gnss-sdr,gnss-sdr/gnss-sdr
gnss-sdr__gnss-sdr__Manual-Job__position-L5-static,https://gitlab.com/gnss-sdr/gnss-sdr,https://gitlab.com/gnss-sdr/gnss-sdr/blob/master/.gitlab-ci.yml,/home/xxx/fse-submission/linter_configfiles/gnss-sdr__gnss-sdr/.gitlab-ci.yml,gnss-sdr__gnss-sdr,Manual-Job,,test,position-L5-static,Manual job `position-L5-static` at stage `test`,663,.gitlab-ci.yml,gnss-sdr,gnss-sdr/gnss-sdr
gnss-sdr__gnss-sdr__Manual-Job__position-BDS-B3I,https://gitlab.com/gnss-sdr/gnss-sdr,https://gitlab.com/gnss-sdr/gnss-sdr/blob/master/.gitlab-ci.yml,/home/xxx/fse-submission/linter_configfiles/gnss-sdr__gnss-sdr/.gitlab-ci.yml,gnss-sdr__gnss-sdr,Manual-Job,,test,position-BDS-B3I,Manual job `position-BDS-B3I` at stage `test`,641,.gitlab-ci.yml,gnss-sdr,gnss-sdr/gnss-sdr
gnss-sdr__gnss-sdr__Manual-Job__position-BDS-B1I,https://gitlab.com/gnss-sdr/gnss-sdr,https://gitlab.com/gnss-sdr/gnss-sdr/blob/master/.gitlab-ci.yml,/home/xxx/fse-submission/linter_configfiles/gnss-sdr__gnss-sdr/.gitlab-ci.yml,gnss-sdr__gnss-sdr,Manual-Job,,test,position-BDS-B1I,Manual job `position-BDS-B1I` at stage `test`,619,.gitlab-ci.yml,gnss-sdr,gnss-sdr/gnss-sdr
gnss-sdr__gnss-sdr__Manual-Job__observables-test-180417100529,https://gitlab.com/gnss-sdr/gnss-sdr,https://gitlab.com/gnss-sdr/gnss-sdr/blob/master/.gitlab-ci.yml,/home/xxx/fse-submission/linter_configfiles/gnss-sdr__gnss-sdr/.gitlab-ci.yml,gnss-sdr__gnss-sdr,Manual-Job,,test,observables-test-180417100529,Manual job `observables-test-180417100529` at stage `test`,524,.gitlab-ci.yml,gnss-sdr,gnss-sdr/gnss-sdr
gnss-sdr__gnss-sdr__Manual-Job__coverity-scan,https://gitlab.com/gnss-sdr/gnss-sdr,https://gitlab.com/gnss-sdr/gnss-sdr/blob/master/.gitlab-ci.yml,/home/xxx/fse-submission/linter_configfiles/gnss-sdr__gnss-sdr/.gitlab-ci.yml,gnss-sdr__gnss-sdr,Manual-Job,,build,coverity-scan,Manual job `coverity-scan` at stage `build`,437,.gitlab-ci.yml,gnss-sdr,gnss-sdr/gnss-sdr
gnss-sdr__gnss-sdr__Manual-Job__position-dual-static,https://gitlab.com/gnss-sdr/gnss-sdr,https://gitlab.com/gnss-sdr/gnss-sdr/blob/master/.gitlab-ci.yml,/home/xxx/fse-submission/linter_configfiles/gnss-sdr__gnss-sdr/.gitlab-ci.yml,gnss-sdr__gnss-sdr,Manual-Job,,test,position-dual-static,Manual job `position-dual-static` at stage `test`,695,.gitlab-ci.yml,gnss-sdr,gnss-sdr/gnss-sdr
Baasie__continuous-delivery-faas__Job-Allow-Failure__Automated-Acceptance-Test-TF,https://gitlab.com/Baasie/continuous-delivery-faas,https://gitlab.com/Baasie/continuous-delivery-faas/blob/master/.gitlab-ci.yml,/home/xxx/fse-submission/linter_configfiles/Baasie__continuous-delivery-faas/.gitlab-ci.yml,Baasie__continuous-delivery-faas,Job-Allow-Failure,,acceptance test,Automated Acceptance Test TF,Allows failure of job `Automated Acceptance Test TF` at stage `acceptance test`,34,.gitlab-ci.yml,Baasie,Baasie/continuous-delivery-faas
canarduck__pays__Versioning__gitlabyaml__pycco__missing,https://gitlab.com/canarduck/pays,https://gitlab.com/canarduck/pays/blob/master/.gitlab-ci.yml,/home/xxx/fse-submission/linter_configfiles/canarduck__pays/.gitlab-ci.yml,canarduck__pays,Versioning,missing,,pycco,version specifier is missing,38,.gitlab-ci.yml,canarduck,canarduck/pays
canarduck__pays__Versioning__gitlabyaml__pypandoc__missing,https://gitlab.com/canarduck/pays,https://gitlab.com/canarduck/pays/blob/master/.gitlab-ci.yml,/home/xxx/fse-submission/linter_configfiles/canarduck__pays/.gitlab-ci.yml,canarduck__pays,Versioning,missing,,pypandoc,version specifier is missing,52,.gitlab-ci.yml,canarduck,canarduck/pays
canarduck__pays__Versioning__gitlabyaml__pandoc__missing,https://gitlab.com/canarduck/pays,https://gitlab.com/canarduck/pays/blob/master/.gitlab-ci.yml,/home/xxx/fse-submission/linter_configfiles/canarduck__pays/.gitlab-ci.yml,canarduck__pays,Versioning,missing,,pandoc,version specifier is missing,51,.gitlab-ci.yml,canarduck,canarduck/pays
serial-lab__quartet_capture__Versioning__requirementstxt__django-model-utils__any-upper-version,https://gitlab.com/serial-lab/quartet_capture,https://gitlab.com/serial-lab/quartet_capture/blob/master/requirements.txt,/home/xxx/fse-submission/linter_configfiles/serial-lab__quartet_capture/requirements.txt,serial-lab__quartet_capture,Versioning,any-upper-version,,django-model-utils,version specifier `>=2.0` matches future versions that might become incompatible,1,requirements.txt,serial-lab,serial-lab/quartet_capture
serial-lab__quartet_capture__Versioning__requirementstxt__celery__missing,https://gitlab.com/serial-lab/quartet_capture,https://gitlab.com/serial-lab/quartet_capture/blob/master/requirements.txt,/home/xxx/fse-submission/linter_configfiles/serial-lab__quartet_capture/requirements.txt,serial-lab__quartet_capture,Versioning,missing,,celery,version specifier is missing,2,requirements.txt,serial-lab,serial-lab/quartet_capture
serial-lab__quartet_capture__Versioning__requirementstxt__haikunator__missing,https://gitlab.com/serial-lab/quartet_capture,https://gitlab.com/serial-lab/quartet_capture/blob/master/requirements.txt,/home/xxx/fse-submission/linter_configfiles/serial-lab__quartet_capture/requirements.txt,serial-lab__quartet_capture,Versioning,missing,,haikunator,version specifier is missing,3,requirements.txt,serial-lab,serial-lab/quartet_capture
serial-lab__quartet_capture__Versioning__requirementstxt__django-filter__missing,https://gitlab.com/serial-lab/quartet_capture,https://gitlab.com/serial-lab/quartet_capture/blob/master/requirements.txt,/home/xxx/fse-submission/linter_configfiles/serial-lab__quartet_capture/requirements.txt,serial-lab__quartet_capture,Versioning,missing,,django-filter,version specifier is missing,5,requirements.txt,serial-lab,serial-lab/quartet_capture
serial-lab__quartet_capture__Versioning__requirementstxt__djangorestframework-xml__missing,https://gitlab.com/serial-lab/quartet_capture,https://gitlab.com/serial-lab/quartet_capture/blob/master/requirements.txt,/home/xxx/fse-submission/linter_configfiles/serial-lab__quartet_capture/requirements.txt,serial-lab__quartet_capture,Versioning,missing,,djangorestframework-xml,version specifier is missing,6,requirements.txt,serial-lab,serial-lab/quartet_capture
serial-lab__quartet_capture__Versioning__requirementstxt__coreschema__missing,https://gitlab.com/serial-lab/quartet_capture,https://gitlab.com/serial-lab/quartet_capture/blob/master/requirements.txt,/home/xxx/fse-submission/linter_configfiles/serial-lab__quartet_capture/requirements.txt,serial-lab__quartet_capture,Versioning,missing,,coreschema,version specifier is missing,7,requirements.txt,serial-lab,serial-lab/quartet_capture
serial-lab__quartet_capture__Versioning__requirementstxt__coreapi__missing,https://gitlab.com/serial-lab/quartet_capture,https://gitlab.com/serial-lab/quartet_capture/blob/master/requirements.txt,/home/xxx/fse-submission/linter_configfiles/serial-lab__quartet_capture/requirements.txt,serial-lab__quartet_capture,Versioning,missing,,coreapi,version specifier is missing,8,requirements.txt,serial-lab,serial-lab/quartet_capture
serial-lab__quartet_capture__Versioning__requirementstxt__watchdog__missing,https://gitlab.com/serial-lab/quartet_capture,https://gitlab.com/serial-lab/quartet_capture/blob/master/requirements.txt,/home/xxx/fse-submission/linter_configfiles/serial-lab__quartet_capture/requirements.txt,serial-lab__quartet_capture,Versioning,missing,,watchdog,version specifier is missing,9,requirements.txt,serial-lab,serial-lab/quartet_capture
serial-lab__quartet_capture__Versioning__gitlabyaml__sphinx__missing,https://gitlab.com/serial-lab/quartet_capture,https://gitlab.com/serial-lab/quartet_capture/blob/master/.gitlab-ci.yml,/home/xxx/fse-submission/linter_configfiles/serial-lab__quartet_capture/.gitlab-ci.yml,serial-lab__quartet_capture,Versioning,missing,,sphinx,version specifier is missing,39,.gitlab-ci.yml,serial-lab,serial-lab/quartet_capture
serial-lab__quartet_capture__Versioning__gitlabyaml__sphinx_rtd_theme__missing,https://gitlab.com/serial-lab/quartet_capture,https://gitlab.com/serial-lab/quartet_capture/blob/master/.gitlab-ci.yml,/home/xxx/fse-submission/linter_configfiles/serial-lab__quartet_capture/.gitlab-ci.yml,serial-lab__quartet_capture,Versioning,missing,,sphinx_rtd_theme,version specifier is missing,39,.gitlab-ci.yml,serial-lab,serial-lab/quartet_capture
serial-lab__quartet_capture__Versioning__gitlabyaml__pygments__missing,https://gitlab.com/serial-lab/quartet_capture,https://gitlab.com/serial-lab/quartet_capture/blob/master/.gitlab-ci.yml,/home/xxx/fse-submission/linter_configfiles/serial-lab__quartet_capture/.gitlab-ci.yml,serial-lab__quartet_capture,Versioning,missing,,pygments,version specifier is missing,39,.gitlab-ci.yml,serial-lab,serial-lab/quartet_capture
