project,owner,language,hasYaml,hasRequirements,hasPoms,stages,hasBuildStage,hasTestStage,hasDeployStage,hasCustomDeployStage,yml_size
KitaitiMakoto/epub-parser,KitaitiMakoto,Ruby,true,false,false,2,false,true,true,false,78
gitlab-jp/www-gitlab-jp,gitlab-jp,CSS,true,false,false,3,true,false,true,false,109
lcg/tucano,lcg,C++,true,false,false,1,false,true,false,false,12
hw-manager/android,hw-manager,Java,true,false,false,1,false,true,false,false,13
atomap/atomap,atomap,Python,true,false,false,1,false,true,false,false,82
craigbarnes/lua-gumbo,craigbarnes,C,true,false,false,2,false,true,false,false,55
gtk/gtk-swift,gtk,Swift,true,false,false,1,false,true,false,false,10
gitlab-org/gitlab-elasticsearch-git,gitlab-org,Ruby,true,false,false,1,false,true,false,false,16
rubyonrailsbrasil/rubyonrailsbrasil.gitlab.io,rubyonrailsbrasil,Ruby,true,false,false,1,false,true,false,false,33
european-data-portal/sparql-manager,european-data-portal,CSS,true,false,true,1,false,false,true,false,4
pages/hyde,pages,HTML,true,false,false,2,false,true,true,false,44
twittner/cql-io,twittner,Haskell,true,false,false,1,false,true,false,false,42
denis4net/toxvpn,denis4net,C,true,false,false,1,true,false,false,false,19
pages/nanoc,pages,HTML,true,false,false,1,false,true,false,false,11
vindarel/bookshops,vindarel,Python,true,true,false,1,false,true,false,false,39
JobV/jobv.gitlab.io,JobV,HTML,true,false,false,1,false,true,false,false,26
pages/octopress,pages,CSS,true,false,false,1,false,true,false,false,14
artem-sidorenko/chef-rkt,artem-sidorenko,Ruby,true,false,false,3,false,true,true,false,60
rhab/PyOTRS,rhab,Python,true,true,false,3,false,true,false,false,63
zombie-raptor/zombie-raptor,zombie-raptor,CommonLisp,true,false,false,1,false,true,false,false,15
vasily_makarov/saedit2,vasily_makarov,C,true,false,false,1,false,true,false,false,6
mudar-ca/huegoallight-android,mudar-ca,Java,true,false,false,1,false,false,true,false,10
imp/requests-rs,imp,Rust,true,false,false,2,false,true,true,false,35
JFT/Irrlicht_extended,JFT,C,true,false,false,1,true,false,false,false,14
algomus.fr/dezrann,algomus.fr,HTML,true,false,false,1,false,true,false,false,53
ITsvetkoFF/code-and-pain,ITsvetkoFF,JavaScript,true,false,false,1,false,true,false,false,14
hunter2.app/hunter2,hunter2.app,Python,true,false,false,3,false,true,false,true,171
atomicrex/atomicrex,atomicrex,C++,true,false,false,2,true,false,true,false,56
camelot-project/camelot,camelot-project,Clojure,true,false,false,3,true,true,false,false,61
jeffdn/rust-canteen,jeffdn,Rust,true,false,false,1,false,true,false,false,14
harbottle/puppet-mattermost,harbottle,Ruby,true,false,false,2,false,true,false,false,20
greysonp/gitlab-ci-shared-runner-android-example,greysonp,Java,true,false,false,1,false,true,false,false,11
motorica-org/gitlab-ci-android,motorica-org,,true,false,false,1,true,false,false,false,34
gitlab-cookbooks/gitlab-vault,gitlab-cookbooks,Ruby,true,false,false,2,false,true,false,true,27
PythonDevCommunity/pythondev-site,PythonDevCommunity,Python,true,true,false,2,true,true,false,false,37
gitlab-examples/review-apps-openshift,gitlab-examples,HTML,true,false,false,6,true,true,false,true,97
nanodeath/kollapse,nanodeath,Kotlin,true,false,false,1,false,true,false,false,15
algebra-und-zahlentheorie/analysis,algebra-und-zahlentheorie,TeX,true,false,false,2,false,true,true,false,21
tensors/TuckerMPI,tensors,C++,true,false,false,2,true,true,false,false,38
Conan_Kudo/snapcore-mkrpmdistcoresnap,Conan_Kudo,Python,true,false,false,1,true,false,false,false,49
mbukatov/pytest-ansible-playbook,mbukatov,Python,true,false,false,1,false,true,false,false,25
NobleworksSoftware/icon-overlay-plugin,NobleworksSoftware,Groovy,true,false,false,2,true,true,false,false,38
clorichel/vue-gitlab-api,clorichel,JavaScript,true,false,false,2,false,true,true,false,47
brianegan/flutter_stream_friends,brianegan,Dart,true,false,false,1,false,true,false,false,8
moshmage/rxjs-socket.io,moshmage,TypeScript,true,false,false,2,false,true,true,false,21
TomasHubelbauer/bloggo-dotnet-core-gitlab-ci,TomasHubelbauer,C#,true,false,false,1,false,true,false,false,14
VictorLamoine/ros_gitlab_ci,VictorLamoine,Shell,true,false,false,1,true,false,false,false,50
gibberfish/pancrypticon,gibberfish,Shell,true,false,false,2,false,false,false,false,37
ditto/ditto,ditto,C#,true,false,false,1,false,true,false,false,15
scastiel/crypticker,scastiel,JavaScript,true,false,false,2,false,true,true,false,30
MUSIT-Norway/musit-frontend,MUSIT-Norway,TypeScript,true,false,false,2,true,true,false,false,98
maikebing/GitLab.VisualStudio,maikebing,C#,true,false,false,1,false,false,false,false,21
xmpp-rs/xmpp-rs,xmpp-rs,Rust,true,false,false,3,true,true,false,false,50
quatomic/qengine,quatomic,C++,true,false,false,1,false,true,false,false,24
grails-3-book/intro-concepts,grails-3-book,Groovy,true,false,false,2,true,true,false,false,42
fampinheiro/git-to-live-source,fampinheiro,Shell,true,false,false,4,true,true,true,true,99
pages/jigsaw,pages,CSS,true,false,false,1,false,true,false,false,25
gitmate/open-source/gitmate-2-frontend,gitmate,TypeScript,true,false,false,3,true,false,true,true,54
cheminfIBB/pafnucy,cheminfIBB,JupyterNotebook,true,false,false,1,false,true,false,false,33
alelec/gitlab-release,alelec,Python,true,false,false,2,false,true,true,false,27
aossie/Agora-Web,aossie,Scala,true,false,false,1,false,true,false,false,22
metachris/python-boilerplate-frontend,metachris,CSS,true,false,false,1,false,true,false,false,12
gitlab-org/prometheus-client-mmap,gitlab-org,Ruby,true,false,false,2,false,true,true,false,153
fathom/fathom.gitlab.io,fathom,TeX,true,false,false,1,false,false,true,false,13
textileio/Neuralyzer,textileio,Swift,true,false,false,1,true,false,false,false,11
barrel-db/barrel,barrel-db,Erlang,true,false,false,1,false,true,false,false,21
rinconresearch/raptor,rinconresearch,Verilog,true,false,false,1,false,true,false,false,12
Zatherz/magicjson,Zatherz,Crystal,true,false,false,1,false,true,false,false,9
macta/PharoLambda,macta,Smalltalk,true,false,false,3,true,false,true,false,135
nobodyinperson/thunar-custom-actions,nobodyinperson,M4,true,false,false,5,true,false,true,false,136
fdroid/docker-executable-fdroidserver,fdroid,,true,false,false,3,true,true,false,true,48
franek_madej/obecnosc,franek_madej,Python,true,false,false,1,false,true,false,false,55
nemolovich/codeplatform,nemolovich,HTML,true,false,false,1,false,false,true,false,11
disarm/douma-app,disarm,HTML,true,false,false,1,false,true,false,false,15
nobodyinperson/co2monitor,nobodyinperson,Makefile,true,false,false,5,true,false,true,false,126
bgez/bgez,bgez,Python,true,false,false,1,false,false,false,false,21
MadLittleMods/playing-with-selenium-on-gitlab-ci,MadLittleMods,JavaScript,true,false,false,2,true,true,false,false,83
gitlab-com/gl-infra/oncall-robot-assistant,gitlab-com,Go,true,false,false,2,false,true,false,false,34
vindarel/cl-torrents,vindarel,CommonLisp,true,false,false,2,true,true,false,false,48
maratonlinuxero/maratonlinuxero.gitlab.io,maratonlinuxero,CSS,true,false,false,1,false,false,true,false,27
bonobows/shadow-hunter-server,bonobows,Java,true,false,false,3,true,true,false,false,68
fintechlabs/fapi-conformance-suite,fintechlabs,Java,true,false,true,8,true,true,false,true,590
ftornil/lucilia,ftornil,JavaScript,true,false,false,1,true,false,false,false,30
iblech/garben-und-logik,iblech,TeX,true,false,false,1,false,false,true,false,15
sorenmat/seneferu,sorenmat,Go,true,false,false,3,true,false,false,true,75
timrs2998/newsie,timrs2998,TypeScript,true,false,false,3,true,true,false,true,29
SWEng2017/SWEng,SWEng2017,Java,true,false,false,4,true,true,true,false,256
evanp/places-pub,evanp,JavaScript,true,false,false,3,true,true,false,true,60
alexmart1989/Game,alexmart1989,C++,true,false,false,1,true,false,false,false,10
burke-software/django-server-side-piwik,burke-software,Python,true,false,false,1,false,true,false,false,20
deckar01/ctf-api,deckar01,Python,true,true,false,1,false,true,false,false,34
dosuken123/java-sample-hello-world,dosuken123,Java,true,false,false,2,true,false,false,false,16
systerel/S2OPC,systerel,C,true,false,false,5,true,true,false,false,360
python-devs/importlib_resources,python-devs,Python,true,false,false,3,false,true,true,false,44
zj/snippet,zj,Go,true,false,false,2,false,true,false,true,37
tessia-project/tessia,tessia-project,Python,true,true,false,3,true,false,false,true,68
datadrivendiscovery/images,datadrivendiscovery,Shell,true,false,false,2,true,false,true,false,36
spdf/elektron,spdf,Go,true,false,false,1,false,true,false,false,27
gableroux/gitlab-ci-example-nodejs,gableroux,JavaScript,true,false,false,1,false,true,false,false,10
eyeo/adblockplus/adblockpluscore,eyeo,JavaScript,true,false,false,3,false,true,false,false,72
eyeo/adblockplus/libadblockplus,eyeo,C++,true,false,false,2,true,false,false,false,39
eyeo/adblockplus/adblockpluschrome,eyeo,JavaScript,true,false,false,5,true,true,false,true,223
mappies/configurapi,mappies,JavaScript,true,false,false,2,false,false,false,false,21
Oslandia/osgeo4w,Oslandia,Batchfile,true,false,false,1,true,false,false,false,35
tobias47n9e/wikibase_rs,tobias47n9e,Rust,true,false,false,3,false,true,false,false,39
hpdeifel/aurs,hpdeifel,Rust,true,false,false,1,false,true,false,false,15
allthethings/allthethings.gitlab.io,allthethings,CSS,true,false,false,6,false,false,false,false,267
Plasticity/magnitude,Plasticity,Python,true,true,false,3,false,false,false,false,190
joewreschnig/gitlab-ci-mode-flycheck,joewreschnig,EmacsLisp,true,false,false,1,false,true,false,false,6
trackmyride/TrackMyRide,trackmyride,TypeScript,true,false,false,3,true,true,true,false,163
gitlab-com/chatops,gitlab-com,Ruby,true,false,false,2,true,true,false,false,131
timvisee/ffsend,timvisee,Rust,true,false,false,5,true,true,false,true,393
stemcellbioengineering/context-explorer,stemcellbioengineering,Python,true,false,false,1,false,true,false,false,36
rockdaboot/libhsts,rockdaboot,C,true,false,false,1,false,true,false,false,160
haboustak/gitlab-artifact-tools,haboustak,Python,true,false,false,2,true,true,false,false,18
lkcamp/lkcamp.gitlab.io,lkcamp,HTML,true,false,false,1,false,true,false,false,20
caspermeijn/onvifviewer,caspermeijn,C++,true,false,false,4,true,true,true,false,140
gitlab-org/distribution/gitlab-provisioner,gitlab-org,HCL,true,false,false,3,false,false,false,false,148
mash-graz/resolve,mash-graz,Python,true,false,false,2,false,false,true,false,48
gitlab-org/gitter/irc-bridge,gitlab-org,JavaScript,true,false,false,2,false,true,true,false,70
monaize-mnz/mnz-wallet,monaize-mnz,JavaScript,true,false,false,3,true,false,false,true,71
charts/gitlab-omnibus,charts,Smarty,true,false,false,2,false,true,false,true,19
jD91mZM2/powerline-rs,jD91mZM2,Rust,true,false,false,1,false,true,false,false,24
Aberrantfox/WarmBot,Aberrantfox,Kotlin,true,false,true,2,true,true,false,false,11
scarpetta/pdfmixtool,scarpetta,C++,true,false,false,1,true,false,false,false,20
radar-parlamentar/radar,radar-parlamentar,Python,true,false,false,3,true,false,false,true,108
PancakeSoftware/openHabAI,PancakeSoftware,C++,true,false,false,4,true,true,false,false,105
pages/frozen-flask,pages,Python,true,true,false,1,false,true,false,false,11
elad.noor/equilibrator-api,elad.noor,Python,true,false,false,2,false,true,true,false,51
rwig/backify,rwig,JavaScript,true,false,false,1,false,false,true,false,11
lramage94/mkdocs-bootstrap386,lramage94,HTML,true,false,false,1,false,true,false,false,17
Codamic/hellhound,Codamic,Clojure,true,false,false,1,false,true,false,false,34
makson/Recultis,makson,Python,true,false,false,1,false,true,false,false,14
cmocka/cmocka,cmocka,C,true,false,false,1,false,true,false,false,390
seanwasere/fork-me-on-gitlab,seanwasere,,true,false,false,1,false,false,true,false,13
beerfactory.org/plasma,beerfactory.org,Scala,true,false,false,2,true,true,false,false,41
pixstem/pixstem,pixstem,Python,true,false,false,1,false,true,false,false,74
thefinn93/signald,thefinn93,Java,true,false,false,5,true,true,false,true,160
dennismaxjung/vscode-dotnet-auto-attach,dennismaxjung,TypeScript,true,false,false,3,true,true,true,false,129
mlcdresden/pages,mlcdresden,JavaScript,true,false,false,2,false,true,true,false,27
Piou-piou/ruined-world-api,Piou-piou,,true,false,false,1,false,true,false,false,5
Cydhra/Vibrant,Cydhra,Kotlin,true,false,false,1,true,false,false,false,21
postmarketOS/osk-sdl,postmarketOS,C++,true,false,false,2,true,true,false,false,22
davivc/gitlab-ci-google-cloud-kubernetes,davivc,HTML,true,false,false,3,true,true,true,false,143
tmendes/waterydroid,tmendes,Java,true,false,false,1,false,false,true,false,11
juliohm1978/easy-keepalived,juliohm1978,Shell,true,false,false,1,true,false,false,false,15
tobiaswkjeldsen/carwingsflutter,tobiaswkjeldsen,Dart,true,false,false,1,true,false,false,false,9
logotype/fixparser,logotype,JavaScript,true,false,false,5,false,true,true,false,53
bloomberg/recc,bloomberg,C++,true,false,false,2,true,true,false,false,86
claystation/laravel-gitlab-ci-docker,claystation,Shell,true,false,false,1,false,false,false,false,22
crwxrws/psycheled,crwxrws,Rust,true,false,false,1,true,false,false,false,21
exng/vuenote,exng,Vue,true,false,false,3,true,true,true,false,55
MaphsterB/pyramid-rlp,MaphsterB,Python,true,true,false,1,false,true,false,false,44
littlesaints/functional-streams,littlesaints,Java,true,false,false,2,true,false,true,false,34
assoconnect/doctrine-validator-bundle,assoconnect,PHP,true,false,false,1,false,true,false,false,17
mdaffin/nand2tetris,mdaffin,Rust,true,false,false,1,false,true,false,false,50
omnileads/ominicontacto,omnileads,Python,true,false,false,2,true,true,false,false,269
moodlenet/servers/federated,moodlenet,Elixir,true,false,false,2,true,true,false,false,92
Flohack74/tg-plus,Flohack74,C++,true,false,false,5,true,true,false,true,122
AutowareAuto/AutowareAuto,AutowareAuto,C++,false,false,false,0,false,false,false,false,1
siper/Adept,siper,Kotlin,true,false,false,3,true,true,true,false,128
opennota/findimagedupes,opennota,Go,true,false,false,2,true,true,false,false,22
mtarif/programming-rust,mtarif,CSS,true,false,false,2,false,true,true,false,35
lebedev.games/botox-di,lebedev.games,Python,true,false,false,2,false,true,true,false,19
estrategies_per_apoderament_digital/estrategies_municipals_per_apoderament_digital,estrategies_per_apoderament_digital,CSS,true,false,false,2,false,true,true,false,35
neachdainn/nng-rs,neachdainn,Rust,true,false,false,3,false,true,false,false,116
Songoda/Arconix,Songoda,Java,true,false,true,1,true,false,false,false,11
Songoda/EpicFarming,Songoda,Java,false,false,true,0,false,false,false,false,1
daksh7011/metis,daksh7011,JavaScript,true,false,false,2,false,true,true,false,26
jindraivanek/ast-viewer,jindraivanek,F#,true,false,false,3,true,false,true,false,50
myii/ut-tweak-tool,myii,QML,true,false,false,1,true,false,false,false,31
libreml/libreml,libreml,,true,false,false,5,true,true,false,false,173
gitlab-cd/ssh-template,gitlab-cd,Shell,true,false,false,1,false,true,false,false,54
jenswangenheim/itbs-android,jenswangenheim,JavaScript,true,false,false,1,false,false,true,false,11
kermit-js/kermit,kermit-js,JavaScript,true,false,false,3,true,true,true,false,35
deltares/rtc-tools,deltares,Python,true,false,false,6,true,true,true,false,122
davical-project/awl,davical-project,PHP,true,false,false,1,false,true,false,false,11
dzaporozhets/six,dzaporozhets,Ruby,true,false,false,1,false,true,false,false,31
terceiro/chake,terceiro,Ruby,true,false,false,1,false,true,false,false,12
evol/evol-hercules,evol,C,true,false,false,3,true,true,false,false,292
kaliko/sima,kaliko,Python,true,false,false,2,true,true,false,false,60
iggdrasil/chimere,iggdrasil,JavaScript,true,false,false,1,false,true,false,false,25
gbraad/resume,gbraad,,true,false,false,2,true,false,true,false,49
bitfireAT/vcard4android,bitfireAT,Kotlin,true,false,false,1,false,true,false,false,29
jangorecki/r.gitlab.ci,jangorecki,R,true,false,false,1,false,true,false,false,6
camd/cmr,camd,Python,true,false,false,1,false,true,false,false,10
asap/asap,asap,C++,true,false,false,1,false,true,false,false,42
middleman-themes/middleman,middleman-themes,CSS,true,false,false,2,false,true,true,false,31
dennis-hamester/scraw,dennis-hamester,CSS,true,false,false,2,true,false,false,false,40
craigbarnes/showdown,craigbarnes,Vala,true,false,false,1,true,false,false,false,34
dovereem/xtcetools,dovereem,HTML,true,false,true,2,true,false,true,false,20
gitlab-ci-testing/spiky,gitlab-ci-testing,JavaScript,true,false,false,1,false,true,false,false,14
glancr/modules,glancr,Shell,true,false,false,2,true,false,true,false,62
gitzone/npmts,gitzone,TypeScript,true,false,false,5,false,true,false,true,123
GitLabRGI/erdc/geopackage-python,GitLabRGI,Python,true,true,false,3,false,true,true,false,97
debtcollective/debtcollective,debtcollective,JavaScript,true,false,false,1,false,true,false,false,78
